Resource,region,region_tech,technology,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,LDS,CapRes_1,CapRes_2,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,storage_cost_tonne,tonne_co2_captured_mwh,co2_cost_mwh,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,Capital_Recovery_Period,WACC,Lifetime,Min_Retired_Cap_MW,Min_Retired_Energy_Cap_MW,Min_Retired_Charge_Cap_MW,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,CapRes_3,CapRes_4,CapRes_5,CapRes_6,CapRes_7,CapRes_8,CapRes_9,CapRes_10,ESR_1,ESR_2,ESR_3,ESR_4,ESR_5,ESR_6,ESR_7,ESR_8,ESR_9,ESR_10,ESR_11,ESR_12,ESR_13,ESR_14,ESR_15,ESR_16,MinCapTag_1,MinCapTag_2,MinCapTag_3,MinCapTag_4,MinCapTag_5,Retro3_Source,Retro3_Efficiency,gen_is_variable,Retro3_Inv_Cost_per_MWyr,wacc_real,old_Inv_Cost_per_MWyr,old_Inv_Cost_per_MWhyr,original_Fixed_OM_Cost_per_MWyr,original_Fixed_OM_Cost_per_MWhyr
CASO_utilitypv_class1_moderate_6,CASO,CASO_UtilityPV_Class1_Moderate_,UtilityPV_Class1_Moderate_,6,586,3,1,0,1,0,0,0,0,0,0.8,0.0,0,0,0.0,0.0,0,0,0.0,-1,1.0,0,18244.2,-1,0,0,0,0,0,845463.422,85635,102030,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,21535.544,421072.104,1.059,30,0.05,30,0,0,0,0.29606089,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,79756,0,16395,0
CASO_utilitypv_class1_moderate_7,CASO,CASO_UtilityPV_Class1_Moderate_,UtilityPV_Class1_Moderate_,7,587,3,1,0,1,0,0,0,0,0,0.8,0.0,0,0,0.0,0.0,0,0,0.0,-1,1.0,0,1824.3,-1,0,0,0,0,0,845463.422,90926,107321,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,25695.133,502402.151,1.059,30,0.05,30,0,0,0,0.310003698,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,83916,0,16395,0
CASO_utilitypv_class1_moderate_8,CASO,CASO_UtilityPV_Class1_Moderate_,UtilityPV_Class1_Moderate_,8,588,3,1,0,1,0,0,0,0,0,0.8,0.0,0,0,0.0,0.0,0,0,0.0,-1,1.0,0,17142.0,-1,0,0,0,0,0,845463.422,89182,105577,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,24324.624,475605.428,1.059,30,0.05,30,0,0,0,0.294119507,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,82545,0,16395,0
CASO_utilitypv_class1_moderate_9,CASO,CASO_UtilityPV_Class1_Moderate_,UtilityPV_Class1_Moderate_,9,589,3,1,0,1,0,0,0,0,0,0.8,0.0,0,0,0.0,0.0,0,0,0.0,-1,1.0,0,2748.0,-1,0,0,0,0,0,845463.422,99997,116392,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,32827.279,641856.803,1.059,30,0.05,30,0,0,0,0.309436947,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,91048,0,16395,0
CASO_offshorewind_class12_moderate_floating_1_1,CASO,CASO_OffShoreWind_Class12_Moderate_floating_1,OffShoreWind_Class12_Moderate_floating_1,1,590,3,1,0,1,0,0,0,0,0,0.8,0.0,0,0,0.0,0.0,0,0,0.0,-1,1.0,0,5416.0,-1,0,0,0,0,0,4365493.861,381528,459053,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,76692.506,1499524.46,1.0,30,0.05,30,0,0,0,0.414154708,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,360673,0,77525,0
CASO_offshorewind_class12_moderate_floating_1_2,CASO,CASO_OffShoreWind_Class12_Moderate_floating_1,OffShoreWind_Class12_Moderate_floating_1,2,591,3,1,0,1,0,0,0,0,0,0.8,0.0,0,0,0.0,0.0,0,0,0.0,-1,1.0,0,5252.0,-1,0,0,0,0,0,4365493.861,383434,460959,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,78191.018,1528823.97,1.0,30,0.05,30,0,0,0,0.413209975,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,362172,0,77525,0
CASO_offshorewind_class12_moderate_floating_1_3,CASO,CASO_OffShoreWind_Class12_Moderate_floating_1,OffShoreWind_Class12_Moderate_floating_1,3,592,3,1,0,1,0,0,0,0,0,0.8,0.0,0,0,0.0,0.0,0,0,0.0,-1,1.0,0,5322.0,-1,0,0,0,0,0,4365493.861,387047,464572,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,81031.492,1584362.127,1.0,30,0.05,30,0,0,0,0.423801929,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,365012,0,77525,0
CASO_offshorewind_class12_moderate_floating_0_1,CASO,CASO_OffShoreWind_Class12_Moderate_floating_0,OffShoreWind_Class12_Moderate_floating_0,1,593,3,1,0,1,0,0,0,0,0,0.8,0.0,0,0,0.0,0.0,0,0,0.0,-1,1.0,0,27530.0,-1,0,0,0,0,0,4365493.861,375878,453403,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,72250.173,1412666.055,1.0,30,0.05,30,0,0,0,0.443670958,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,356231,0,77525,0
CASO_offshorewind_class12_moderate_floating_0_2,CASO,CASO_OffShoreWind_Class12_Moderate_floating_0,OffShoreWind_Class12_Moderate_floating_0,2,594,3,1,0,1,0,0,0,0,0,0.8,0.0,0,0,0.0,0.0,0,0,0.0,-1,1.0,0,27506.0,-1,0,0,0,0,0,4365493.861,381776,459301,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,76887.612,1503339.239,1.0,30,0.05,30,0,0,0,0.440111339,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,360868,0,77525,0
CASO_offshorewind_class12_moderate_floating_0_3,CASO,CASO_OffShoreWind_Class12_Moderate_floating_0,OffShoreWind_Class12_Moderate_floating_0,3,595,3,1,0,1,0,0,0,0,0,0.8,0.0,0,0,0.0,0.0,0,0,0.0,-1,1.0,0,27474.0,-1,0,0,0,0,0,4365493.861,388229,465754,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,81960.808,1602532.529,1.0,30,0.05,30,0,0,0,0.423223823,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,365941,0,77525,0
FRCC_naturalgas_ccccsavgcf_conservative_0,FRCC,FRCC_NaturalGas_CCCCSAvgCF_Conservative,NaturalGas_CCCCSAvgCF_Conservative,0,596,4,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,12498.0,0,0,0.0,-1,500.0,0,-1.0,-1,0,0,0,0,0,2324835.72,152231,219706,0.0,0,0,10.27,0.0,0,0,106,0.0,7.16,0.0,0.0,south_atlantic_naturalgas_ccs90,0.6,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.9,27,1469.015,17226.965,12.5,0.342,4.274,0.64,0.64,6,6,20,91100,0,0,0,0,0.0,0.0,0.96,30,0.05,30,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,149898,0,67475,0
FRCC_naturalgas_ccavgcf_moderate_0,FRCC,FRCC_NaturalGas_CCAvgCF_Moderate,NaturalGas_CCAvgCF_Moderate,0,597,4,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,-1,500.0,0,-1.0,-1,0,0,0,0,0,921903.184,58676,86676,0.0,0,0,2.0,0.0,0,0,106,2.0,6.36,0.0,0.0,south_atlantic_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,10,45550,0,0,0,0,0.0,0.0,0.929,30,0.05,30,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,57863,0,28000,0
FRCC_naturalgas_ctavgcf_moderate_0,FRCC,FRCC_NaturalGas_CTAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,0,598,4,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,-1,100.0,0,-1.0,-1,0,0,0,0,0,792959.542,50781,71781,0.0,0,0,5.0,0.0,0,0,137,3.5,9.72,0.0,0.0,south_atlantic_naturalgas,0.3,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,10,45550,0,0,0,0,0.0,0.0,0.927,30,0.05,30,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,49972,0,21000,0
FRCC_battery_moderate_0,FRCC,FRCC_Battery_*_Moderate,Battery_*_Moderate,0,599,4,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1077.0,359.0,0,0,0.0,-1,1.0,0,-1.0,-1,0,0,0,0,0,255743.068,24664,31057,179357.704,17297,21780,0.15,0.15,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,0.92,0.92,0.0,1,10,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,1.001,15,0.05,15,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,24674,17304,6393,4483
FRCC_nuclear_nuclear_moderate_0,FRCC,FRCC_Nuclear_Nuclear_Moderate,Nuclear_Nuclear_Moderate,0,600,4,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,-1,2000.0,0,-1.0,-1,0,0,0,0,0,6996401.086,395098,541058,0.0,0,0,2.84,0.0,0,0,285,0.0,10.44,0.0,0.0,south_atlantic_uranium,0.5,0,1.0,1.0,0.0,0,0,0.041666667,0.083333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,24,24,0,0,0,0,0,0,0.0,0.0,0.969,40,0.05,40,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,395021,0,145960,0
FRCC_hydrogen_ctavgcf_moderate_0,FRCC,FRCC_Hydrogen_CTAvgCF_Moderate,Hydrogen_CTAvgCF_Moderate,0,601,4,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,-1,100.0,0,-1.0,-1,0,0,0,0,0,872255.496,55562,76562,0.0,0,0,5.0,0.0,0,0,137,0.0,9.72,0.0,0.0,hydrogen,0.3,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.78,3.78,1,1,10,45550,0,0,0,0,0.0,0.0,0.927,30,0.05,30,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,54752,0,21000,0
FRCC_hydrogen_ccavgcf_moderate_0,FRCC,FRCC_Hydrogen_CCAvgCF_Moderate,Hydrogen_CCAvgCF_Moderate,0,602,4,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,-1,500.0,0,-1.0,-1,0,0,0,0,0,1014093.503,64248,92248,0.0,0,0,2.0,0.0,0,0,106,0.0,6.36,0.0,0.0,hydrogen,0.3,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,6,6,10,45550,0,0,0,0,0.0,0.0,0.929,30,0.05,30,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,63433,0,28000,0
FRCC_landbasedwind_class3_moderate_0,FRCC,FRCC_LandbasedWind_Class3_Moderate_,LandbasedWind_Class3_Moderate_,0,603,4,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,2719.5,0,0,0.0,-1,1.0,0,2719.5,-1,0,0,0,0,0,1056205.005,78307,118067,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,7384.776,144390.378,1.003,30,0.05,30,0,0,0,0.287164569,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05,76289,0,39760,0
FRCC_landbasedwind_class3_moderate_1,FRCC,FRCC_LandbasedWind_Class3_Moderate_,LandbasedWind_Class3_Moderate_,1,604,4,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,562.8,0,0,0.0,-1,1.0,0,562.8,-1,0,0,0,0,0,1056205.005,94871,134631,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,20407.778,399021.538,1.003,30,0.05,30,0,0,0,0.340498775,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05,89312,0,39760,0
FRCC_landbasedwind_class3_moderate_2,FRCC,FRCC_LandbasedWind_Class3_Moderate_,LandbasedWind_Class3_Moderate_,2,605,4,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,782.5,0,0,0.0,-1,1.0,0,782.5,-1,0,0,0,0,0,1056205.005,85885,125645,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,13342.733,260882.875,1.003,30,0.05,30,0,0,0,0.310454994,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05,82247,0,39760,0
FRCC_landbasedwind_class3_moderate_3,FRCC,FRCC_LandbasedWind_Class3_Moderate_,LandbasedWind_Class3_Moderate_,3,606,4,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,2274.0,0,0,0.0,-1,1.0,0,2274.1,-1,0,0,0,0,0,1056205.005,83322,123082,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,11328.292,221496.318,1.003,30,0.05,30,0,0,0,0.273854554,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05,80233,0,39760,0
FRCC_landbasedwind_class3_moderate_4,FRCC,FRCC_LandbasedWind_Class3_Moderate_,LandbasedWind_Class3_Moderate_,4,607,4,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,1098.7,0,0,0.0,-1,1.0,0,1098.7,-1,0,0,0,0,0,1056205.005,97944,137704,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,22824.241,446269.265,1.003,30,0.05,30,0,0,0,0.342916191,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05,91729,0,39760,0
FRCC_landbasedwind_class3_moderate_5,FRCC,FRCC_LandbasedWind_Class3_Moderate_,LandbasedWind_Class3_Moderate_,5,608,4,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,689.6,0,0,0.0,-1,1.0,0,689.6,-1,0,0,0,0,0,1056205.005,90530,130290,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,16995.161,332296.616,1.003,30,0.05,30,0,0,0,0.325792223,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05,85900,0,39760,0
FRCC_landbasedwind_class3_moderate_6,FRCC,FRCC_LandbasedWind_Class3_Moderate_,LandbasedWind_Class3_Moderate_,6,609,4,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,2147.5,0,0,0.0,-1,1.0,0,2147.5,-1,0,0,0,0,0,1056205.005,98290,138050,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,23096.229,451587.355,1.003,30,0.05,30,0,0,0,0.328529328,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05,92001,0,39760,0
FRCC_landbasedwind_class3_moderate_7,FRCC,FRCC_LandbasedWind_Class3_Moderate_,LandbasedWind_Class3_Moderate_,7,610,4,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,1619.0,0,0,0.0,-1,1.0,0,1619.3,-1,0,0,0,0,0,1056205.005,85900,125660,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,13354.883,261123.292,1.003,30,0.05,30,0,0,0,0.265143484,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05,82259,0,39760,0
FRCC_landbasedwind_class3_moderate_8,FRCC,FRCC_LandbasedWind_Class3_Moderate_,LandbasedWind_Class3_Moderate_,8,611,4,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,305.0,0,0,0.0,-1,1.0,0,305.4,-1,0,0,0,0,0,1056205.005,92967,132727,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,18910.839,369758.828,1.003,30,0.05,30,0,0,0,0.303684384,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05,87815,0,39760,0
FRCC_landbasedwind_class3_moderate_9,FRCC,FRCC_LandbasedWind_Class3_Moderate_,LandbasedWind_Class3_Moderate_,9,612,4,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,2471.9,0,0,0.0,-1,1.0,0,2471.9,-1,0,0,0,0,0,1056205.005,100652,140412,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,24952.78,487888.284,1.003,30,0.05,30,0,0,0,0.31605345,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05,93857,0,39760,0
FRCC_landbasedwind_class3_moderate_10,FRCC,FRCC_LandbasedWind_Class3_Moderate_,LandbasedWind_Class3_Moderate_,10,613,4,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,1160.6,0,0,0.0,-1,1.0,0,1160.6,-1,0,0,0,0,0,1056205.005,91597,131357,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,17834.074,348701.021,1.003,30,0.05,30,0,0,0,0.260985553,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05,86739,0,39760,0
FRCC_landbasedwind_class3_moderate_11,FRCC,FRCC_LandbasedWind_Class3_Moderate_,LandbasedWind_Class3_Moderate_,11,614,4,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,410.0,0,0,0.0,-1,1.0,0,410.3,-1,0,0,0,0,0,1056205.005,109288,149048,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,31742.258,620652.322,1.003,30,0.05,30,0,0,0,0.293984324,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.05,100647,0,39760,0
