Time_Index,waste_biomass,None,mountain_coal,mountain_naturalgas,pacific_naturalgas,pacific_distillate,south_atlantic_coal,south_atlantic_naturalgas,south_atlantic_uranium,south_atlantic_distillate,new_england_naturalgas,new_england_uranium,new_england_distillate,east_north_central_coal,east_north_central_naturalgas,east_north_central_uranium,east_north_central_distillate,west_south_central_coal,west_south_central_naturalgas,west_south_central_uranium,west_south_central_distillate,pacific_coal,pacific_uranium,middle_atlantic_naturalgas,middle_atlantic_distillate,middle_atlantic_uranium,middle_atlantic_coal,west_north_central_coal,west_north_central_naturalgas,west_north_central_uranium,west_north_central_distillate,east_south_central_coal,east_south_central_naturalgas,east_south_central_uranium,mountain_uranium,hydrogen,pacific_naturalgas_ccs90,south_atlantic_naturalgas_ccs90,east_north_central_naturalgas_ccs90,west_south_central_naturalgas_ccs90,mountain_naturalgas_ccs90,west_north_central_naturalgas_ccs90,east_south_central_naturalgas_ccs90
742,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
743,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
744,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
745,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
746,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
747,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
748,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
749,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
750,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
751,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
752,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
753,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
754,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
755,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
756,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
757,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
758,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
759,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
760,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
761,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
762,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
763,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
764,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
765,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
766,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
767,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
768,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
769,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
770,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
771,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
772,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
773,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
774,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
775,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
776,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
777,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
778,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
779,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
780,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
781,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
782,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
783,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
784,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
785,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
786,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
787,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
788,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
789,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
790,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
791,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
792,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
793,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
794,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
795,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
796,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
797,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
798,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
799,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
800,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
801,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
802,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
803,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
804,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
805,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
806,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
807,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
808,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
809,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
810,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
811,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
812,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
813,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
814,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
815,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
816,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
817,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
818,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
